text1,text2,label
carrier_config,hoped,0
nr_srs_resourceset_t,srs_resourcesettoaddmodlist,1
carrier_config,mathematics,0
int,n2,1
resourceconfig,we,1
compute,in,1
get_n_ra_rb,foo,0
int,frame_t,1
be,assigned,1
cfg,get_delta_f_ra_long,1
in,hull,0
check,adventure,0
configured,groupbasedbeamreporting,1
copy,the,1
the,parameter,1
license,earlier,0
const,urgent,0
report,encountered,0
choice,setup,1
assertfatal,ri_index,1
ul_bwp,examined,0
const,remain,0
list,knowledge,0
index,climb,0
srs_pdu,group_or_sequence_hopping,1
resourcelist,list,1
spec,table,1
format3,louisiana,0
settings,feedback,0
ack,poly,0
get,of,1
num_prgs,port,1
nr_sched_unlock,cho,0
num_gnb_antenna_elements,port,1
mod_slot,fs,1
srs_resource,transmissioncomb,1
structures,are,1
get_first_ul_slot,accessed,0
allocating,pucch,1
uint16_t,pucch,1
one,indexed,1
is,protected,1
are,slots,1
nack,themes,0
int,drag,0
beam_info,bidding,0
different,and,1
pucchresset,sample,0
module_id_t,uci_01,1
num_gnb_antenna_elements,tx,1
rx,seriously,0
number,mails,0
need,representations,0
int,bw_index,1
mixed,slot_type,1
srs_parameters_v4,num_total_ue_antennas,1
format3,grey,0
frame,dai_c,1
mat,of,1
to,oai,1
list,editorials,0
configuration,adware,0
srs_pdu,choice,1
number,leaving,0
the,attraction,0
if,layer,1
srs,into,1
nr_mac,scheduling,1
for,alliance,1
type1,skilled,0
sequence,multiple,1
resourcesettoaddmodlist,acceptable,0
occasion,grand,0
evaluate_cqi_report,economics,0
choice,format2,1
switch,rach_configcommon,1
nr_mac,total,1
cfg,tag,1
common_channels,cc_id,1
any,express,1
more,ue,1
is,framing,0
ul_slot_idx_in_period,wrestling,0
slot,seeker,0
slot,telecharger,0
for,int,1
srs_resource,investigation,0
double,claims,0
see,mission,0
prach_config,protective,0
csi,report,1
const,base23_idx,1
pucch,to,1
unknown,portions,0
srs_config,list,1
from,sets,1
find,samba,0
value,msg1_subcarrierspacing,1
const,applicants,0
of,phasing,1
to,lately,0
flag,count_mixed,1
base01_idx,tx,1
csi,puzzles,0
curr_pucch,simultaneousharq_ack_csi,1
cfg,num_tlv,1
frame,pucch_frame,1
get_n_ra_rb,replied,0
simde__m128,mat_kj_128,1
csi,resource,1
curr_pucch,given,1
up,of,1
cfg,ul_k0,1
cfg,stages,0
nr_pucch_csi_resource_t,periodic,1
pucch,angle,0
verifying,nack,1
nrmac,cc_id,1
layer,fixed,1
tag,hotels,0
precoder_weight_re,precoder_weight,1
const,wishes,0
in,sequence,1
information,copyright,1
on,kenya,0
log_e,regression,0
csi_report,on,1
only,unity,0
csi_report,club,0
past,automatic,0
payload,tri,0
wrap,index,1
ch,pi,1
ue,shall,1
srs_pdu,bound,0
curr_pucch,studying,0
static,admitted,0
indicates,disabled,0
curr_pucch,simultaneous_harqcsi,1
through,fit,0
slot,ul_bwp,1
o2,beam,1
payload,start_bit,1
int,members,0
frame,telecommunications,0
slot,in,1
function,not,1
compute,offset,1
in,to,1
function,and,1
we,imagine,0
copy,of,1
check,greene,0
and,table,1
const,radar,0
ssb_subcarrieroffset,adidas,0
fs,welfare,0
int,ooo,0
frame_structure,sched_ctrl,1
or,pockets,0
mat_real128,minute,0
cfg,discipline,0
schedule,reporting,1
nrmac,lucas,0
slots,solo,0
complete,index,1
const,greg,0
test_pucch0_vrb_occupation,huge,0
for,periodic,1
mat_real128,past,0
idx,cached,0
rsetindex,seek,0
by,in,1
carrier_config,vocal,0
gnb_mac_inst,subsequent,0
of,occurring,0
result,neil,0
return,uniform,0
license,tell,0
srs_resource,choice,1
of,in,1
slots,pichunter,0
frame_t,int,1
to,predetermined,1
nfapi_nr_num_prach_fd_occasions_t,malloc,1
not,pucch,1
and,multiple,1
current,carry,0
specific,governing,1
and,pursuant,0
phy,buttons,0
null,is,1
we,hist,0
srs_period,present,1
log_e,pipes,0
for,count,1
dl_bwp,nr_dl_dci_format_1_1,1
whether,autos,0
http,receives,0
o1,prague,0
frame,drops,0
additional,regarding,1
boundary,informal,0
idx,condo,0
list,whom,0
cfg,skill,0
param,whether,1
as,basis,1
o2,theta_n,1
in,removable,0
as,months,0
can,worcester,0
cfg,pendant,0
uint16_t,dozen,0
cfg,nfapi_nr_config_ssb_mask_tag,1
measurements,winning,0
log_d,sinr,1
module_id,frame,1
stored,value,1
offset,periodicityandoffset_p,1
and,in,1
ue,spray,0
vrb_map_ul,rb,1
curr_payload,pickandreverse_bits,1
for,dramatic,0
is,fiscal,0
harq,regression,0
ul_ack,manually,0
prach_sequence_length,present,1
ul,per,1
int,idx,1
handle_dl_harq,row,0
assume,need,1
int,sell,0
num_gnb_antenna_elements,headline,0
n2,context,0
curr_pucch,simultaneousharq_ack_csi,1
int,scc,1
short,already,1
more,desktops,0
be,endorsement,0
srs_pdu,comboffset_n4,1
simde_mm_setr_epi32,base00_idx,1
for,vrb,1
to,or,1
value,limit,1
void,kills,0
ssb,bitmap,1
only,harq,1
returns,limit,1
be,in,1
cell_config,audience,0
codebook,currency,0
cell_config,led,0
set_pucch_allocation,bwp_size,1
frame,statutes,0
and,i_2,1
int,rr,1
index_list,volt,0
switch,format,1
uint16_t,domain,0
array,finances,0
num_gnb_antenna_elements,port,1
frame_t,constantly,0
n_pdus,pdu_type,1
have,architecture,0
int,controlling,0
resourcetype,present,1
feedback,trainer,0
single,peru,0
the,frames,1
csirep,workstation,0
law,shipping,0
rach_configcommon,rach_configgeneric,1
resource,rank,0
always,different,1
csi_measconfig,diseases,0
const,markets,0
check,pucch,1
simde__m128,simde_mm_setr_ps,1
number,saskatchewan,0
nr_ue_sched_ctrl_t,ue_sched_ctrl,1
period,offset,1
ssb_table,specification,0
pucch,overlap,1
if,pdubitmap,1
csi_report,rrc,1
nr_pucch_config_t,immunology,0
ue,sched_slot,1
only,one,1
cqi,for,1
than,resources,1
slot,displaying,0
li,temp_li,1
mod_idp,slot,1
srs_pdu,domestic,0
function,was,1
one,more,1
simde_mm_setr_epi32,pi,1
ue_iterator,boys,0
more,ue,1
slot,violent,0
n_pdus,free,1
the,differential,1
setup,simultaneousharq_ack_csi,1
or,framed,0
pid,dl_bler,1
resourcelist,list,1
report,weight,0
harq,behavioral,0
pucch,slot,1
get,period,1
cumul_bits,sched_ctrl,1
base30_idx,gamespot,0
this,designer,0
groupbasedbeamreporting,food,0
with,or,1
adds,features,0
pucchresset,obesity,0
index,seminar,0
pdsch_to_harq_feedback,minfbtime,1
simde_mm_add_epi32,frog,0
vrb,activated,1
mm,lance,0
to,birmingham,0
cyclic,resources,1
res_code,holy,0
invalid,pattern,0
nrmac,ties,0
int,n_slots_frame,1
with,sagem,0
tdd,automatic,0
num_prgs,cognitive,0
and,scope,0
the,invision,0
frequency_range,holiday,0
slots,behalf,0
pucch,tablet,0
max_k2,taken,1
ri,ri_restriction,1
list,pucchresourceid,1
void,gods,0
index,entertaining,0
update,in,1
gnb_mac_inst,attending,0
dl_frequency,sizes,0
list,by,1
performed,as,1
csirep,list,1
simde_mm_setr_epi32,attractive,0
srs_config,tradition,0
mm,nn1,1
int,slot,1
false,discover,0
licensed,to,1
measured,includes,0
layer,matrix,1
contributor,see,1
nack,harq_pid,1
idx,shortly,0
frame,slot,1
reporting,nikon,0
cfg,array,1
can,adelaide,0
with,julia,0
and,in,1
csi_report,that,1
cannot,proceeding,0
pucch,not,1
allocation,except,1
find,minolta,0
csi,crc,1
reportconfigtype,periodic,1
mat_i,int32_t,1
cfg,tl,1
or,rs,1
depend,sets,1
csi,troops,0
ssb_table,jet,0
this,slot,1
curr_pucch,photo,0
int,o1,1
const,trance,0
resource,journey,0
static,rsrp,1
not,bars,0
mac,frame_structure,1
cumul_bits,feet,0
fs,euros,0
frequency_range,diameter,0
number,dl,1
nr_ue_ul_bwp_t,current_ul_bwp,1
slots,previous,1
cc,adjusted,0
harq,but,1
sr,egyptian,0
assertfatal,looks,0
o1,brothers,0
nr_reports,metropolitan,0
ue,dl_bler,1
assertfatal,avoid,1
assertfatal,pucch,1
license,joining,0
k1,war,0
ul_slot,dai_c,1
int,up,1
period,allowance,0
schedulingrequestresourcetoaddmodlist,expanded,0
raymond,chen,1
srs_resource_set,nr_srs_resourceset__usage_beammanagement,1
one,surveillance,0
skip_zero_padding,int,1
for,list,1
vs,treasurer,0
similarly,targets,0
sizeof,servers,0
been,for,1
ack,adult,0
row,see,0
n_ul_slots_frame,ant,0
x1,the,1
or,fits,0
nr_sched_ensure_locked,forty,0
under,the,1
int,fb_size,1
you,obtain,1
table,and,1
to,slot,1
cfg,missile,0
n_ul_slots_frame,of,1
is,brochures,0
temporarily,of,1
dl_max_mcs,cqi_idx,1
tl,typical,0
nr_csi_meas_reporting,int,1
frequency_position,peer,0
static,void,1
select,resource,1
value,luke,0
calling,hosted,0
log_d,ack,1
prach_config,restricted,0
persistent,admin,0
for,legislature,0
num_antenna_ports,oversampling,1
sched_ctrl,ue_sched_ctrl,1
r1,count,1
rachconfig,powell,0
num_prgs,tx,1
nr_ue_ul_bwp_t,current_ul_bwp,1
use,this,1
param,or,1
compliance,license,1
idx,nashville,0
per,rochester,0
beam,etc,0
idx,cross,0
bch_payload,nfapi_nr_config_bch_payload_tag,1
we,another,1
nn2,wicked,0
nr_pucch_csi_resource_t,pucch_csi_resourcelist,1
ll,rely,0
nr_csi_report_t,max_bitlen,1
n_ul_slots_period,households,0
from,capitol,0
band,tb,1
the,employees,0
array,carrierbandwidth,1
future,ranger,0
unknown,kick,0
pucchcsires,sophisticated,0
periodic,periodicityandoffset_p,1
full,period,1
already,gnb_dlsch_ulsch_scheduler,1
utils,ill,0
simde_mm_sub_epi32,nerve,0
regarding,drill,0
uint16_t,rx,1
wb_cqi_2tb,duck,0
choice,jimmy,0
in,cheese,0
cumul_bits,rest,0
not,frame,1
uint32_t,mib,1
prach_fd_occasion,cardiac,0
csi_report,print_report,1
index,poland,0
to,for,1
description,to,1
uint16_t,num_gnb_antenna_elements,1
include,astronomy,0
sched_ctrl,get_softmodem_params,1
prbs,for,1
check,activated,1
value,armstrong,0
csi_report_id,excessive,0
nr_ue_sched_ctrl_t,sched_ctrl,1
map,free,1
for,separation,0
reporting,implemented,1
scc,servingcellconfigcommon,1
simde_mm_mul_ps,simde_mm_cvtepi32_ps,1
agreements,transparent,0
the,mills,0
nr_sr_reporting,slot_t,1
periodic,resource,1
mult_128,accommodate,0
if,crown,0
information,navy,0
nr_csi_reportconfig_t,csi_report_id,1
comb_offset,n2,1
frame_structure,expected,0
simde_mm_setr_epi32,pi,1
so,can,1
rx,tx,1
pmi_pdu,professionals,0
active,isa,0
choice,n4,1
sched_slot,frame_structure,1
ext2,ntn_config_r17,1
nrofreportedrs,for,1
ul_failure,metabolism,0
prach_rootsequenceindex,choice,1
bits,labeled,0
of,sao,0
received,your,0
expected,feedback,1
list,character,0
uint16_t,dai_c,1
int,numb_slots_frame,1
if,found_piv,1
static,loose,0
up,empirical,0
beam_info,pucch_frame,1
future,not,1
fixed,axis,0
licensed,lanka,0
ue,shall,1
max_m,casinos,0
layer,configured,1
const,rx,1
warranties,either,1
phy,except,1
feedback_frame,decide,1
stats,ue,1
log_e,process,1
ul_ack,in,1
contributor,with,1
const,int,1
stored,corresponding,1
multiple,oval,0
mat_imag128,change,0
if,tractor,0
nr_limit_tpc,rssi_threshold,1
assertfatal,report,1
cannot,second,0
index,vector,1
if,nr_srs_normalized_channel_iq_matrix,1
is,parameter,1
and,sets,1
int,fee,0
agreements,tennessee,0
pucch,rand,0
base10_idx,susan,0
new,for,1
tl,nfapi_nr_config_prach_root_sequence_index_tag,1
is,allowed,0
pucch_slot,entertainment,0
mac,verse,0
has,retailers,0
int,company,0
ue,slots_frame,1
csi_bits,whats,0
const,mcs_table,1
max_m,i1_2,1
feedback_frame,create,0
csirep,cayman,0
if,nr_srs_resourceset__resourcetype_pr_periodic,1
format,thick,0
ssbri,summit,0
compliance,license,1
limits,harmful,0
if,ue,1
scheduled,be,1
nr_mac,rnti,1
for,csi,1
ul,slots,1
get_pucch_index,harper,0
cfg,pusch_antennaports,1
is,opportunities,0
layer,that,0
may,dont,0
handle_nr_uci_pucch_2_3_4,try,0
frequencyinfoul,cover,0
frame,slot,1
for,lit,0
ue,but,1
scs,ranger,0
const,surname,0
ssb_table,tl,1
get,uniform,1
table,single,1
simde_mm_setr_epi32,base11_idx,1
full,tdd,1
ul_failure,get_softmodem_params,1
period,brandon,0
pickandreverse_bits,li_bitlen,1
going,stays,0
srs_config,array,1
received,with,1
for,int,1
decoded,ri_restriction,1
frame_start,response,0
slot,fake,0
period_idx,chronicles,0
const,continuing,0
float,get_max_code_rate,1
tpc,control,1
slot,gregory,0
different,membership,0
max_mimo_layers,layers,1
law,jones,0
or,rs,1
sheduling,celebration,0
rsrp,only,1
get_frame_type,barbara,0
by,indonesia,0
period_cfg,jesus,0
res_code,theta_n,1
curr_pucch,bwp_start,1
is,row,1
brief,lighter,0
num,according,1
uint16_t,antenna,1
mat_real128,base02_idx,1
ul_slot_idx_in_period,cams,0
rsrp_report,forbes,0
nr_ue_info_t,ue,1
const,handy,0
sched_frame,vrb_map_ul_size,1
per,have,1
n_slots_frame,max_frame_number,1
section,significant,0
ssb_mask,wake,0
srs,to,1
v_lm,llc,1
base01_idx,num_prgs,1
if,gzip,0
li,codebooktype,1
in,do,1
beam,n_slots_frame,1
different,can,1
dl_k0,awareness,0
evaluate_cri_report,nr_ue_sched_ctrl_t,1
nr_mac,slot,1
that,protected,1
number,mixer,0
at,instead,1
srs_resource,accessory,0
ssb_mask_list,sender,0
bits,dai_c,1
to,acknack,1
nrmac,proved,0
frame,nrmac,1
pucchresset,gazette,0
cumul_bits,sched_ctrl,1
num_gnb_antenna_elements,rx,1
mat_real128,mat_imag128,1
base31_idx,veteran,0
tag,nfapi_nr_config_scs_common_tag,1
see,medline,0
r_index,cqi_table,1
for,the,1
num_prach_fd_occasions,fusion,0
const,n_slots_frame,1
cc_id,finite,0
csi,configure,1
the,single,1
for,the,1
csi,refer,0
log_d,harq_bit,1
from,configurationindex,1
nr_mac,treat,0
num,to,1
uint16_t,cash,0
we,can,1
pucch_config,study,0
writing,software,1
static,entity,0
be,almost,0
len,pucchres,1
int,curr_payload,1
www,scoring,0
srs_resource,nrofsymbols,1
value,muslims,0
n_slots_frame,joan,0
const,antenna,1
ue,treasure,0
nr_sched_pucch_t,int,1
applicable,or,1
gnb_mac_inst,slot_t,1
log_d,full,1
fb_size,trinity,0
future,ping,0
of,rpm,0
uint8_t,ri_index,1
ssb_mask,carry,0
uint16_t,antenna,1
that,primary,0
function,is,1
we,gst,0
specific,governing,1
settings,rs,1
spatial,receive,1
nr_mac,forth,0
ue,plenty,0
we,apollo,0
log_i,lucky,0
nr_sr_reporting,gnb_mac_inst,1
for,return,0
log_d,heritage,0
nr_srs_ri_computation,and,1
higher,sweden,0
feedbacks,node,0
rnti,rsrp_index,1
tl,square,0
void,mod_idp,1
configured,placing,0
if,we,1
uci_234,ue,1
schedule_pucch_core,slot,1
pucchres,proportion,0
resourcesettoaddmodlist,michelle,0
up,periods,1
navid,lesbian,0
that,nottingham,0
nr_beam_alloc_t,secrets,0
is,to,1
if,nudist,0
base00_idx,iso,0
n1,register,0
assertfatal,transfer,0
email,engage,0
of,codebookmode,1
in,funeral,0
num_gnb_antenna_elements,comic,0
reception,in,1
base00_idx,finland,0
assertfatal,replace,0
num_gnb_antenna_elements,plaintiff,0
base00_idx,queue,0
prach_fd_occasion,tl,1
resource,limited,1
complete,tdd,1
format,weblog,0
carrier_config,list,1
csi_reportconfigtoaddmodlist,list,1
ssb_table,brunei,0
c16_t,round,1
ssb_table,assignment,0
this,list,0
absent,modification,0
slot,solaris,0
nr_csi_report_t,shaped,0
current,curr_pucch,1
curr_pucch,findlaw,0
beams,vector,1
cfg,brake,0
ul_grid_size,instructional,0
sched_ctrl,shareware,0
if,innovation,0
nr_reports,nb_ssbri_cri,1
o1,debate,0
settings,of,1
if,hockey,0
ssb_table,uint32_t,1
phy,has,1
of,procedures,1
in,o_sr,1
gnb_mac_inst,sfn,1
pucch,month,0
static,l1_ssb_csi_rsrp_measreport_mapping_38133_10_1_6_1_1,1
for,hazardous,0
frame,ue,1
ul,in,1
only,periodic,1
i_rows,notes,0
nrmac,reportquantity_type,1
csi_report,annotated,0
harq,jonathan,0
resourcelist,tulsa,0
pucchresset,set,1
we,accompanied,0
for,csi,1
n2,k1,1
if,apply,0
num_gnb_antenna_elements,num_prgs,1
mat,j_col,1
const,carl,0
nrmac,slot_t,1
only,converted,0
pucch_frame,sched_ctrl,1
tag,hide,0
rb,mask,1
nr_mac,__func__,1
cumul_bits,ue,1
pickandreverse_bits,rpg,0
log_i,num_gnb_antenna_elements,1
function,crazy,0
const,facility,0
minrxtxtime,illinois,0
slot,kit,0
another,institute,0
uci_pdu,csi_part1,1
going,boxing,0
cfg,domestic,0
else,examinations,0
frame_structure,reporting,1
void,forced,0
const,uint16_t,1
for,birth,0
single,usc,0
antenna,lives,0
if,above,0
we,can,1
warranties,she,0
of,implied,1
under,one,1
executables,tune,0
if,encryption,0
assertfatal,matrix_rank_128bits,1
frame,lovers,0
return,toxic,0
single,and,1
to,by,1
mat,multiplication,1
csi,drew,0
ld,art,0
persistent,limited,1
in,symbols,1
resource,creative,0
if,li_bitlen,1
tpc1,uci_01,1
downlinkconfigcommon,frequencyinfodl,1
sheduling,presidential,0
const,frame_type,1
int,mercedes,0
checking,pucch,1
base30_idx,deposit,0
index,decision,0
uint8_t,ul_ri,1
srs_resourcetoaddmodlist,list,1
list,stake,0
uint16_t,mask,1
pmi_bitlen,evaluate_pmi_report,1
nrofreportedrs,setting,1
csi,resourceconfig,1
matrix_rank_128bits,col,1
num_prgs,tx,1
log_e,reported,1
const,desperate,0
required,ue,1
const,pucch_index,1
row,simde__m128i,1
from_nrarfcn,frequencybandlist,1
determined,slots,1
base02_idx,base32_idx,1
cfg,gross,0
pucch,throws,0
curr_pucch,each,1
int,max_m,1
ue,shall,1
ue,academic,0
pucch_slot,pucch,1
slot,charm,0
resource,jackets,0
pucch_index,ten,0
mat_real128,pi,1
returns,brief,0
base23_idx,nigeria,0
oai,under,1
void,arrive,0
if,liz,0
int,mac,1
nrmac,sched_lock,1
creal,c_in,1
return,obvious,0
either,with,1
cri_bitlen,sched_ctrl,1
max_m,i_1_2,1
cfg,value,1
frame,appointment,0
mac,mph,0
mixed,present,1
of,tone,0
assertfatal,num_pdsch_antenna_ports,1
configured,limited,1
curr_pucch,sched_ctrl,1
int,hope,0
notice,jerusalem,0
beam,usually,0
pucch,threats,0
brief,dispatch,0
going,list,1
depend,sets,1
r_index,cqi_table,1
hardcoded,csi,1
ri_bitlen,iraq,0
choice,nrofprbs,1
curr_pucch,csi,1
bitlen,cumul_bits,1
co,phasing,1
max_m,n2,1
antenna_rank,appointed,0
current,map,1
pucchresset,o_uci,1
acknack,pro,0
config_common,cleaner,0
convert_precoder_weight,complex,1
no,expert,0
srs,guys,0
uint16_t,lung,0
ch,base10_idx,1
the,free,1
free,harq_payload,1
col,nr_srs_normalized_channel_iq_matrix,1
description,that,1
if,elite,0
for,codes,0
resource,words,0
vrb_map_ul,consolidation,0
get,offset,1
we,might,1
static,conf,0
list,forward,0
uint16_t,southeast,0
tl,catholic,0
carrier_config,offsettocarrier,1
ie,for,1
pucch_resourceid,initial,0
symbols,flag,1
matrix_rank_128bits,rather,0
base21_idx,num_gnb_antenna_elements,1
software,alliance,1
pucch,format0,1
warranties,implied,1
simde_mm_setr_ps,mat_k,1
work,ownership,1
base03_idx,base33_idx,1
not,tigers,0
period_cfg,mercy,0
pucch_slot,numb_slots_period,1
num_prgs,specific,0
taken,pusch,1
decide,past,1
gnb,consequence,1
log_d,scheduling,1
num_tx_ant,acc,0
if,copying,0
going,isp,0
instance,slides,0
is_ul_slot,tdd_slot_bitmap,1
nr_ue_sched_ctrl_t,underground,0
ul,attend,0
applicable,mind,0
ul,samuel,0
nfapi_nr_pucch_pdu_t,pucch_pdu,1
prach_config,rach_configcommon,1
tdd,structures,1
scs_specificcarrierlist,carrierbandwidth,1
int,suggest,0
ch,considerations,0
where,and,1
prach_fd_occasion,choice,1
of,slots,1
todo,pucch,1
mat_real128,accident,0
log_d,band,1
to,structures,1
sched_ctrl,analyze,0
uint8_t,payload,1
const,n_ahead,1
slot,be,1
format,cookbook,0
frame,curr_pucch,1
carrier_config,tl,1
common,utils,1
the,innocent,0
test,handle,1
indexes,period,1
reporting,each,1
or,submission,0
nr_mac,geographical,0
pucch,in,1
nrmac,frame_structure,1
const,massive,0
value,scc,1
sum,current,1
cfg,carrier_config,1
dl_max_mcs,mcs_table,1
slot,is,1
idx,perceived,0
layer2,pointed,0
const,pucch_csi_resourcelist,1
not,for,1
mod_id,nfapi_nr_uci_pucch_pdu_format_0_1_t,1
no,pumps,0
pucch,bwp_size,1
if,wizard,0
slots,flag,1
get_k1_k2,hypothetical,0
evaluate_li_report,deals,0
rx,armed,0
get,transmission,0
isnan,literature,0
curr_pucch,milk,0
timing,feedback_slot,1
t_srs,resourcetype,1
array,next,1
up,ul,1
tdd,spanned,1
num_symbols,means,1
nfapi_nr_pm_list_t,mustang,0
carrier_config,scs_specificcarrierlist,1
prach_config,value,1
blocking,vrb,1
set_pucch0_vrb_occupation,vrb_map_ul,1
csi_report,cri_ssbri_bitlen,1
skip_zero_padding,examination,0
get_freq_range_from_band,specials,0
feedbacks,linear,0
n1,k2,1
tpc1,terminal,0
for,pi,1
o2,oversampling,1
const,clay,0
uint8_t,parts,0
for,already,1
pi,break,0
static,ue,1
pucchres,choice,1
of,arcade,0
csi,enabling,0
resourcelist,pucch_resource,1
log_i,nr_mac,1
applicable,magnetic,0
nr_schedulingrequestresourceconfig_t,array,1
you,herself,0
csi_reportconfigtoaddmodlist,forests,0
depend,lending,0
assume,smart,0
srs_pdu,table,1
for,pi,1
as,grow,0
wrap,count,1
ssb,ue,1
csi_report,r_index,1
number,for,1
frequency_range,yeast,0
if,slot,1
uint32_t,choice,1
max,length,1
map,fortune,0
required,in,1
the,csi,1
int,num_prgs,1
of,privacy,0
mat_real128,acrylic,0
const,current_bwp,1
srs_resource_set,anger,0
simde_mm_setr_epi32,accepting,0
list,resource_id,1
already,protected,1
i_rows,n2,1
csi_report,cri_ri_li_pmi_cqi_report,1
idx,not,1
assertfatal,denmark,0
log_d,nr_mac,1
nr_sched_pucch_t,php,0
const,dutch,0
more,than,1
by,placed,0
applicable,insulation,0
tl,singles,0
mat_imag128,oil,0
int,pi,1
can,csi_report,1
single,configured,1
nr_mac,adjust,0
or,csi,1
pi,troubleshooting,0
tx,port,1
int,antenna_rank,1
nr_ue_sched_ctrl_t,ue,1
uint16_t,spend,0
with,higher,1
ll,o1,1
num_total_ue_antennas,wallpapers,0
periods,this,1
mac,rs,1
cfg,acdbentity,0
simde_mm_setr_epi32,pursue,0
to,sr,1
srs_pdu,nfapi_nr_srs_pdu_t,1
nfapi_nr_ul_tti_request_t,future_ul_tti_req,1
cfg,tag,1
nr_csi_report_t,commented,0
start,startingprb,1
not,blonde,0
cqi,compaq,0
get_nr_prach_format_from_index,onion,0
mat,simde_mm_sub_epi32,1
is,and,1
frequencyinfoul,list,1
reporting,uplink,1
ue,gone,0
cfg,eugene,0
curr_pucch,it,1
max_fb_time,n_slots_frame,1
in,quarters,0
denotes,elements,1
the,reporting,1
nr_mac,dai,1
if,be,1
dci_format,pdsch_to_harq_feedback,1
initialuplinkbwp,tournament,0
log_d,alert,0
warranties,reward,0
base10_idx,num_prgs,1
pucch_config,pucch,1
if,pucch,1
ssb,lender,0
raymond,gardening,0
ri_bitlen,csi_meas_bitlen,1
structure,neural,0
lock,roommates,0
cfg,value,1
number,allows,0
nrmac,slot,1
slot,switzerland,0
test_pucch0_vrb_occupation,uint16_t,1
nr_ue_harq_t,kingston,0
slot,ul_period_start,1
module_id_t,jenny,0
nr_mac,dl,1
two,report,1
oai,more,1
different,several,0
ack,nak,1
the,draw,0
number,cookie,0
const,rapidly,0
already,frame,1
dai,rom,0
nr_csi_report_t,csi_report,1
the,broadcast,0
parameter,importance,0
governing,permissions,1
configuration,or,1
pucch,dai,1
o1,v_lm,1
the,reputation,0
phasing,superb,0
is,free,1
get_pucch_index,frame_structure,1
schedulingrequestresourcetoaddmodlist,sr,1
for,qualification,0
r_pucch,choir,0
pmiq,fork,0
domain,cute,0
antenna,port,1
value,get_supported_bw_mhz,1
if,pucchres,1
precoding_matrix_size,socket,0
mat_imag128,beatles,0
case,problems,1
ue_info,ue,1
adds,yield,0
if,schedule,1
ssb_table,uint32_t,1
frame,historical,0
int,plant,0
ifdef,wma,0
to,current,1
schedule_pucch_core,intent,0
n_pdus,pdus,1
nn,cexp,1
oai,intensive,0
resources,drinking,0
tag,nfapi_nr_config_dl_bandwidth_tag,1
count,genres,0
brief,offset,1
matrix,dale,0
rsrp_index,rsrp,1
couldn,harq,1
ssb_positionsinburst,platforms,0
csi_report,answer,0
because,listings,0
prach_sub_c_spacing,value,1
mat_real128,ch,1
ul_ack,nack,1
wide,restricted,0
future_ul_tti_req,handhelds,0
while,black,0
ssb_table,ssb_mask_list,1
reception,bits,1
r2,present,1
mac,second,1
uint16_t,cc_id,1
srs_pdu,thou,0
csi,except,1
resource,cathedral,0
without,either,1
derived,from,1
log_d,rs,1
csirep,garlic,0
num_gnb_antenna_elements,port,1
occupation,when,1
are,the,1
than,garden,0
num_gnb_antenna_elements,neo,0
const,nrmac,1
spatial,or,1
to,helmet,0
and,compound,0
for,period,1
const,realty,0
sched_slot,theology,0
log_d,reported,1
number,of,1
feedbacks,future,1
module_id,frame_t,1
format,choice,1
that,since,1
bool,uint16_t,1
const,pucch_frame,1
cumul_rsrp,distribution,0
csi,resource,1
ssb_mask_list,shortbitmap,1
int,cri_ssbri_bitlen,1
of,slots,1
update,following,0
llc,considerable,0
sfn,slot,1
pi01,expertise,0
sum,of,1
curr_pucch,debug,0
cfg,subscriber,0
wide,temp_cqi,1
frame,fair,0
evaluate_pmi_report,sched_ctrl,1
number,recipient,0
nr_mac,coach,0
pucch,pucch_index,1
pmiq,n1,1
vector,ts,1
there,is,1
ul_slot,dai_c,1
ue,enjoying,0
the,barriers,0
not,porsche,0
transmissioncomb,floyd,0
oai,this,1
don,time,1
mac,target,0
curr_pucch,ul_slot,1
uci,resource,1
has,been,1
const,receptor,0
r_index,gdp,0
received,harq,1
const,periodicityandoffset_p,1
the,farmer,0
get_pucch_index,frame_structure,1
phy,hardcoded,1
todo,snr,1
const,nrmac,1
log_d,litigation,0
invalid,comb_size,1
srs_parameters_v4,config_index,1
log_d,csirep,1
the,configurationindex,1
single,nrofreportedrs,1
payload,ids,0
const,search,0
tx,inquiry,0
procedures,related,1
int,ri,1
base23_idx,rx,1
it,database,0
and,inquiries,0
reporting,lucy,0
prach_configurationindex,disposal,0
ch,base21_idx,1
uci_234,harq_payload,1
get_ul_slots_per_frame,remember,0
scheduling,wma,0
ll,quick,0
and,shipment,0
not,possible,1
crc,uci_234,1
const,byte,0
index,duty,0
called,councils,0
nrmac,tenant,0
uint16_t,pipeline,0
horizontal,hearing,0
ri,dogs,0
for,geek,0
mat_imag128,simde_mm_setr_epi32,1
configured,for,1
format,nprb,1
csi,inclusive,0
uint16_t,rx,1
pucch,not,1
const,wilson,0
sr_indication,sr_confidence_level,1
ul_period_start,geological,0
cyclic,overlap,1
cri,where,1
ssb_perrach_occasionandcb_preamblesperssb,present,1
uplinkconfigcommon,initialuplinkbwp,1
int,i_1_2,1
verify,has,1
base03_idx,base23_idx,1
carrier_config,tag,1
we,disposition,0
num_gnb_antenna_elements,tx,1
srs_pdu,resourcemapping,1
